id,symbol,name,categories,market_cap (usd),market_cap_rank,fully_diluted_valuation (usd)
measurable-data-token,mdt,Measurable Data,"['Big Data', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",14486064,1197,23891790.0
medibloc,med,Medibloc,"['Healthcare', 'Osmosis Ecosystem']",62868337,545,68095117.0
meeds-dao,meed,Meeds DAO,"['Polygon Ecosystem', 'Ethereum Ecosystem', 'Quest-to-Earn']",7590531,1549,7590531.0
melania-meme,melania,Melania Meme,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'PolitiFi', 'Made in USA']",109762666,376,731750511.0
memdex100,memdex,MEMDEX100,"['Solana Ecosystem', 'Meme', 'Solana Meme']",5594477,1706,5594477.0
melon,mln,Enzyme,"['Decentralized Finance (DeFi)', 'Asset Manager', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)', 'DeFiance Capital Portfolio']",25606138,895,25606138.0
memecoin-2,meme,Memecoin,"['NFT', 'Binance Launchpool', 'Meme', 'Ethereum Ecosystem', 'Binance Labs Portfolio', 'GMCI Meme Index', 'GMCI Index']",95932306,413,162131081.0
memefi-2,memefi,MemeFi,"['Gaming (GameFi)', 'NFT', 'Meme', 'Sui Ecosystem', 'Telegram Apps', 'Sui Meme', 'Action Games']",8389253,1487,8389253.0
meme-trumpcoin,trump,Meme TrumpCoin,"['Polygon Ecosystem', 'Meme', 'PolitiFi']",11212745,1332,16728297.0
meow,meow,MEOW,"['Solana Ecosystem', 'Meme', 'Cat-Themed']",169422704,274,169422704.0
merlin-chain,merl,Merlin Chain,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Merlin Chain Ecosystem', 'Bitcoin Sidechains', 'SideChain', 'OKX Ventures Portfolio']",40604189,690,174918408.0
meta-2,meta,META,['Solana Ecosystem'],26660071,885,26660071.0
messier,m87,MESSIER,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem']",47644134,631,47644134.0
metacade,mcade,Metacade,"['Gaming (GameFi)', 'Play To Earn', 'Base Ecosystem', 'Gaming Platform', 'AI Applications']",22821478,953,27488432.0
metadium,meta,Metadium,"['Ethereum Ecosystem', 'Decentralized Identifier (DID)']",33663603,772,39432390.0
metahero,hero,Metahero,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Metaverse', 'Gaming Governance Token', 'Gaming Utility Token']",9223122,1435,9617011.0
metal,mtl,Metal DAO,"['Smart Contract Platform', 'Layer 2 (L2)', 'Made in USA']",57023635,572,57023635.0
metal-blockchain,metal,Metal Blockchain,"['Ethereum Ecosystem', 'DWF Labs Portfolio', 'Made in USA']",45253219,649,59429560.0
metamars-2,mars,Metamars,['BNB Chain Ecosystem'],7224224,1571,270258724.0
metamui,mmui,MetaMUI,['Avalanche Ecosystem'],19666842,1029,33036159.0
metaplex,mplx,Metaplex,"['Gaming (GameFi)', 'NFT', 'Solana Ecosystem', 'Animoca Brands Portfolio', 'FTX Holdings', 'Multicoin Capital Portfolio', 'Alameda Research Portfolio']",134252471,325,176843975.0
meth-protocol,cook,mETH Protocol,"['Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Liquid Staking Governance Tokens', 'Mantle Ecosystem', 'Restaking', 'Liquid Restaking Governance Tokens']",8187205,1504,42641691.0
metis-token,metis,Metis,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Metis Ecosystem', 'Layer 2 (L2)', 'DWF Labs Portfolio', 'Rollup', 'GMCI Layer 2 Index', 'OKX Ventures Portfolio', 'GMCI Index']",97467486,407,155814990.0
metfi-2,metfi,MetFi,['BNB Chain Ecosystem'],79814083,466,186816954.0
mettalex,mtlx,Mettalex,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Derivatives', 'Synthetic Issuer', 'Ethereum Ecosystem', 'Synthetic', 'DeFAI']",8450421,1487,83200361.0
mey-network,mey,Mey Network,"['Decentralized Finance (DeFi)', 'Real World Assets (RWA)', 'Base Ecosystem']",5428476,1731,143112195.0
mfercoin,mfer,mfercoin,"['Meme', 'Base Ecosystem', 'Base Meme']",8610640,1473,8610640.0
michicoin,$michi,michi,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Cat-Themed', 'Pump.fun Ecosystem']",13011311,1250,13011311.0
micro-gpt,$micro,Micro GPT,"['Software as a service', 'Ethereum Ecosystem']",8115029,1503,8115029.0
mileverse,mvc,MileVerse,"['Retail', 'Ethereum Ecosystem']",9793337,1405,10480595.0
milady-cult-coin,cult,Milady Cult Coin,"['Meme', 'Ethereum Ecosystem']",29372416,834,68296352.0
milady-meme-coin,ladys,Milady Meme Coin,"['Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'DWF Labs Portfolio']",24590636,918,24590636.0
milk-alliance,mlk,MiL.k Alliance,['Retail'],70846257,512,159104306.0
mimatic,mimatic,MAI,"['Stablecoins', 'USD Stablecoin', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Harmony Ecosystem', 'Celo Ecosystem', 'IoTeX Ecosystem', 'Moonriver Ecosystem', 'Moonbeam Ecosystem', 'Metis Ecosystem', 'Kaia Ecosystem', 'Aurora Ecosystem', 'Milkomeda (Cardano) Ecosystem', 'Syscoin NEVM Ecosystem', 'Boba Network Ecosystem', 'Fiat-backed Stablecoin']",27514830,864,301845924.0
mina-protocol,mina,Mina Protocol,"['Smart Contract Platform', 'Zero Knowledge (ZK)', 'FTX Holdings', 'Paradigm Portfolio', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'Circle Ventures Portfolio', 'Privacy Blockchain', 'Polychain Capital Portfolio', 'Made in USA', 'Coinbase 50 Index']",293527124,191,293527471.0
mimblewimblecoin,mwc,MimbleWimbleCoin,"['Smart Contract Platform', 'Privacy', 'Proof of Work (PoW)']",177551685,267,177553078.0
minswap,min,Minswap,"['Decentralized Exchange (DEX)', 'Exchange-based Tokens', 'Decentralized Finance (DeFi)', 'Yield Farming', 'Automated Market Maker (AMM)', 'Cardano Ecosystem']",34675012,760,74612646.0
mintlayer,ml,Mintlayer,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Bitcoin Sidechains', 'SideChain']",6240104,1640,13428591.0
miracle-play,mpt,Miracle Play,"['Gaming (GameFi)', 'Avalanche Ecosystem', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Base Ecosystem', 'opBNB Ecosystem']",19722387,1025,2339003.0
mister-miggles,miggles,Mister Miggles,"['Meme', 'Base Ecosystem', 'Cat-Themed', 'Base Meme']",22973958,941,22973958.0
mistery,mery,Mistery,"['Meme', 'Cronos Ecosystem']",14982064,1183,14982064.0
miu-2,miu,MIU,"['Meme', 'Sui Ecosystem', 'Cat-Themed', 'Sui Meme']",7794471,1534,7794471.0
mixmarvel,mix,MixMarvel,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']",9835554,1406,10690819.0
mnee-usd-stablecoin,mnee,MNEE USD Stablecoin,"['Stablecoins', 'Ethereum Ecosystem']",19903566,1023,19903566.0
mobox,mbox,Mobox,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Metaverse', 'Play To Earn', 'Arbitrum Ecosystem', 'Animoca Brands Portfolio', 'RPG', 'Gaming Governance Token', 'Binance Labs Portfolio']",32375080,798,43365431.0
moby-ai,moby,Moby AI,"['Solana Ecosystem', 'Meme', 'AI Meme', 'Pump.fun Ecosystem']",10470198,1365,10470198.0
mocaverse,moca,Moca Network,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Decentralized Identifier (DID)', 'Animoca Brands Portfolio', 'OKX Ventures Portfolio', 'Outlier Ventures Portfolio']",168073051,277,781926599.0
modclub,dcd,DecideAI,"['Artificial Intelligence (AI)', 'Decentralized Identifier (DID)', 'Internet Computer Ecosystem', 'AI Framework']",7528361,1556,15234007.0
mochi-thecatcoin,mochi,Mochi,"['Meme', 'Base Ecosystem', 'Cat-Themed', 'Base Meme']",10281423,1378,10281423.0
mode,mode,Mode,"['Artificial Intelligence (AI)', 'Infrastructure', 'Smart Contract Platform', 'Layer 2 (L2)', 'Mode Ecosystem', 'Optimism Superchain Ecosystem', 'DeFAI']",10295250,1379,41181000.0
mog-coin,mog,Mog Coin,"['Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Cat-Themed', 'Murad Picks']",151132967,304,151132967.0
monerium-eur-money-2,eure,Monerium EUR emoney,"['Stablecoins', 'Decentralized Finance (DeFi)', 'EUR Stablecoin', 'Polygon Ecosystem', 'Gnosis Chain Ecosystem', 'Arbitrum Ecosystem', 'Osmosis Ecosystem', 'Fiat-backed Stablecoin']",19629780,1029,19629780.0
monero,xmr,Monero,"['Smart Contract Platform', 'Privacy', 'Layer 1 (L1)', 'Proof of Work (PoW)', 'Galaxy Digital Portfolio']",3735945502,35,3735945502.0
mon-protocol,mon,MON,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Animoca Brands Portfolio', 'Delphi Ventures Portfolio']",9047476,1456,22331205.0
moo-deng-2,moodeng,MOO DENG,"['Meme', 'Ethereum Ecosystem', 'Zoo-Themed']",15059339,1185,15059339.0
moo-deng,moodeng,Moo Deng,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Pump.fun Ecosystem', 'Zoo-Themed']",38302173,724,38302173.0
moonbeam,glmr,Moonbeam,"['Smart Contract Platform', 'Polkadot Ecosystem', 'Layer 1 (L1)', 'Coinbase Ventures Portfolio', 'Binance Labs Portfolio']",80477431,468,98285226.0
moonriver,movr,Moonriver,"['Smart Contract Platform', 'Layer 1 (L1)', 'Moonriver Ecosystem', 'Binance Labs Portfolio', 'Meter Ecosystem']",50449142,621,62632667.0
moon-tropica,cah,Moon Tropica,"['Gaming (GameFi)', 'Ethereum Ecosystem', 'Gaming Governance Token', 'Gaming Utility Token']",6062964,1668,7564170.0
moonwell-artemis,well,Moonwell,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Moonbeam Ecosystem', 'Base Ecosystem', 'Coinbase Ventures Portfolio', 'Made in USA']",53888915,600,82201809.0
moonwell-flagship-eth-morpho-vault,mweth,Moonwell Flagship ETH (Morpho Vault),"['Base Ecosystem', 'Morpho Ecosystem']",56407498,588,56407498.0
moonrabbits,mrb,MoonRabbits,"['Entertainment', 'Meme', 'TON Ecosystem', 'TON Meme']",29692907,835,32274899.0
mooxmoo,moox,MOOxMOO,['Ethereum Ecosystem'],18934421,1064,143442581.0
morpheusai,mor,MorpheusAI,"['Artificial Intelligence (AI)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Base Ecosystem', 'AI Agents']",27934842,864,44059542.0
morpho,morpho,Morpho,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Ethereum Ecosystem', 'Base Ecosystem', 'Coinbase Ventures Portfolio', 'Pantera Capital Portfolio', 'Morpho Ecosystem', 'Binance Alpha Spotlight']",280545010,194,1188572045.0
morphware,xmw,Morphware,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DePIN']",32684029,797,51624110.0
mossland,moc,Mossland,"['Augmented Reality', 'Ethereum Ecosystem']",28135487,858,33140366.0
mother-iggy,mother,Mother Iggy,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Celebrity-Themed', 'Pump.fun Ecosystem', 'Made in USA']",5605504,1714,5605504.0
mountain-protocol-usdm,usdm,Mountain Protocol USD,"['Stablecoins', 'Polygon Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'ZkSync Ecosystem', 'Base Ecosystem', 'Fiat-backed Stablecoin']",47941186,634,47941186.0
movement,move,Movement,"['Smart Contract Platform', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Zero Knowledge (ZK)', 'Binance Labs Portfolio', 'OKX Ventures Portfolio', 'Binance HODLer Airdrops', 'World Liberty Financial Portfolio', 'Made in USA']",1192212223,74,4967550928.0
moviebloc,mbl,MovieBloc,['DWF Labs Portfolio'],39088158,709,64047844.0
moxie,moxie,Moxie,"['SocialFi', 'Launchpad', 'Base Ecosystem', 'Farcaster Ecosystem', 'AI Agent Launchpad', 'AI Framework', 'DeFAI']",7522728,1560,13222096.0
msol,msol,Marinade Staked SOL,"['Decentralized Finance (DeFi)', 'Solana Ecosystem', 'Liquid Staking Tokens', 'Liquid Staked SOL', 'Liquid Staking']",604115848,117,604137177.0
mumu-the-bull-3,mumu,MUMU THE BULL,"['Solana Ecosystem', 'Meme', 'Solana Meme', 'Anime-Themed']",6062811,1672,6062811.0
muse-2,muse,Muse DAO,"['NFT', 'Ethereum Ecosystem', 'DeFiance Capital Portfolio']",7201085,1577,7201592.0
musmecoin,msm,MusmeCoin,"['Meme', 'Ethereum Ecosystem', 'Anime-Themed']",16911311,1127,32521659.0
mx-token,mx,MX,"['Exchange-based Tokens', 'Centralized Exchange (CEX) Token', 'Ethereum Ecosystem', 'Morph L2 Ecosystem']",261852263,206,1153784604.0
my-neighbor-alice,alice,My Neighbor Alice,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Binance Launchpool', 'Metaverse', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'Gaming Governance Token', 'Gaming Utility Token', 'Simulation Games', 'Binance Labs Portfolio']",45173352,659,49057034.0
my-lovely-coin,mlc,My Lovely Coin,"['Charity', 'Gaming (GameFi)', 'Polygon Ecosystem', 'Gaming Utility Token']",18122356,1090,84558097.0
myro,$myro,Myro,"['Solana Ecosystem', 'Meme', 'Dog-Themed', 'Solana Meme', 'GMCI Meme Index', 'GMCI Index']",16494450,1143,16494450.0
myria,myria,Myria,"['Smart Contract Platform', 'Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem', 'Layer 2 (L2)', 'Rollup', 'Gaming Platform', 'Made in USA']",23209489,950,41016292.0
myshell,shell,MyShell,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DragonFly Capital Portfolio', 'Binance Labs Portfolio', 'Delphi Ventures Portfolio', 'OKX Ventures Portfolio', 'Binance HODLer Airdrops', 'AI Agent Launchpad', 'Binance Alpha Spotlight', 'AI Framework']",82495007,465,305537064.0
mystandard,myst,MyStandard,"['Avalanche Ecosystem', 'Made in USA']",6044187,1676,27473575.0
mysterium,myst,Mysterium,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Telegram Apps', 'DePIN', 'Cybersecurity']",6520432,1634,6520432.0
mythos,myth,Mythos,"['Gaming (GameFi)', 'Polkadot Ecosystem', 'NFT', 'Ethereum Ecosystem', 'Andreessen Horowitz (a16z) Portfolio', 'Binance Labs Portfolio', 'Galaxy Digital Portfolio', 'Made in USA']",120740318,363,155443602.0
nacho-the-kat,nacho,Nacho the Kat,"['Meme', 'Discord Bots', 'Cat-Themed', 'Inscriptions', 'Kaspa Ecosystem']",5828217,1702,5828217.0
nakamoto-games,naka,Nakamoto Games,"['Gaming (GameFi)', 'Polygon Ecosystem', 'Play To Earn', 'Gaming Platform']",20516486,1019,56828630.0
nano,xno,Nano,"['Payment Solutions', 'Made in USA', 'Directed Acyclic Graph (DAG)']",135998941,327,135998941.0
natix-network,natix,NATIX Network,"['Artificial Intelligence (AI)', 'Internet of Things (IOT)', 'Solana Ecosystem', 'DePIN']",11384745,1332,64994512.0
navi,navx,NAVI Protocol,"['Decentralized Finance (DeFi)', 'Lending/Borrowing Protocols', 'Sui Ecosystem', 'OKX Ventures Portfolio']",27565561,876,60040311.0
near,near,NEAR Protocol,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Near Protocol Ecosystem', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'FTX Holdings', 'Data Availability', 'Coinbase Ventures Portfolio', 'Multicoin Capital Portfolio', 'Proof of Stake (PoS)', 'Alameda Research Portfolio', 'DragonFly Capital Portfolio', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'GMCI Layer 1 Index', 'GMCI 30 Index', 'Circle Ventures Portfolio', 'GMCI Index', 'Made in USA', 'Coinbase 50 Index']",2871316087,41,2990441027.0
neiro-3,neiro,Neiro,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",99264689,410,99264689.0
neiro-on-eth,neiro,Neiro on ETH,"['Meme', 'Ethereum Ecosystem', 'Dog-Themed']",34936427,753,34936427.0
neon,neon,Neon,"['Smart Contract Platform', 'Solana Ecosystem', 'Neon Ecosystem', 'Parallelized EVM']",28354584,860,118407826.0
nem,xem,NEM,[],173682161,275,173682161.0
neo,neo,NEO,"['Smart Contract Platform', 'Proof of Stake (PoS)', 'Made in China']",529282922,125,750436583.0
nervos-network,ckb,Nervos Network,"['Smart Contract Platform', 'Interoperability', 'Layer 2 (L2)', 'Rollup', 'Multicoin Capital Portfolio', 'Proof of Work (PoW)', 'DragonFly Capital Portfolio', 'Sequoia Capital Portfolio', 'Blockchain Capital Portfolio', 'Polychain Capital Portfolio', 'Made in China']",212394065,234,215736990.0
netmind-token,nmt,NetMind Token,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'DePIN', 'AI Agents']",68463265,526,218321501.0
neuralai,neural,NEURALAI,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'Ethereum Ecosystem', 'Bittensor Ecosystem']",21109704,1004,21109704.0
neuron,nrn,Neuron,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'NFT', 'Arbitrum Ecosystem', 'Paradigm Portfolio', 'AI Agents', 'AI Framework', 'Action Games']",16558729,1143,38736084.0
neutron-3,ntrn,Neutron,"['Binance Launchpool', 'Osmosis Ecosystem', 'Delphi Ventures Portfolio']",34269579,778,120288871.0
nexacoin,nexa,Nexa,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Work (PoW)']",7531629,1581,7531629.0
nexo,nexo,NEXO,"['Polygon Ecosystem', 'Fantom Ecosystem', 'Ethereum Ecosystem', 'Alleged SEC Securities', 'Energi Ecosystem', 'Sora Ecosystem']",1004438836,80,1004438836.0
nfprompt-token,nfp,NFPrompt,"['BNB Chain Ecosystem', 'Binance Launchpool', 'Binance Labs Portfolio']",30965604,820,78314136.0
nftx,nftx,NFTX,"['Decentralized Finance (DeFi)', 'NFT', 'Asset Manager', 'Ethereum Ecosystem', 'NFT Marketplace']",19665613,1039,30434877.0
nibiru,nibi,Nibiru,"['Infrastructure', 'Smart Contract Platform', 'Layer 1 (L1)', 'Osmosis Ecosystem', 'Made in USA']",9675498,1440,14418387.0
nft-worlds,wrld,NFT Worlds,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']",5344265,1771,48678616.0
nimiq-2,nim,Nimiq,"['Smart Contract Platform', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Proof of Work (PoW)']",13196275,1281,13538750.0
ninja-squad,nst,Ninja Squad Token,"['Solana Ecosystem', 'Meme', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']",18366046,1088,18366046.0
nkn,nkn,NKN,"['Communication', 'Ethereum Ecosystem', 'DePIN']",33922770,786,33924785.0
nkyc-token,nkyc,NKYC Token,"['Exchange-based Tokens', 'BNB Chain Ecosystem', 'Centralized Exchange (CEX) Token']",106474851,389,106474851.0
nodeai,gpu,NodeAI,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DePIN', 'Made in USA']",23773347,947,24366119.0
nodecoin,nc,Nodecoin,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN']",9338323,1460,48541721.0
non-playable-coin,npc,Non-Playable Coin,"['NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Base Ecosystem', 'Hybrid Token Standards', 'Wojak-Themed']",50837965,629,50837965.0
noon-usn,usn,Noon USN,"['Stablecoins', 'Ethereum Ecosystem', 'ZkSync Ecosystem']",31863396,808,31863396.0
noot-noot,noot,Noot Noot,"['Meme', 'Abstract Ecosystem']",9359839,1458,9359839.0
nosana,nos,Nosana,"['Artificial Intelligence (AI)', 'Solana Ecosystem', 'DePIN']",57654189,579,69129723.0
notcoin,not,Notcoin,"['Gaming (GameFi)', 'Binance Launchpool', 'Meme', 'Play To Earn', 'TON Ecosystem', 'TON Meme', 'Tap to Earn']",203905861,242,203905861.0
novem-gold,nnn,Novem Gold Token,"['Tokenized Assets', 'Tokenized Gold', 'BNB Chain Ecosystem', 'Real World Assets (RWA)', 'Tokenized Commodities']",22539885,978,22539885.0
now-coin,now,Now Coin,"['Smart Contract Platform', 'Layer 1 (L1)', 'Made in USA']",19022342,1070,437295217.0
nuklai,nai,Nuklai,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Avalanche Ecosystem']",5998780,1700,17029902.0
nuls,nuls,NULS,"['Smart Contract Platform', 'DWF Labs Portfolio']",14093334,1241,16502633.0
number,$number,NUMBER,"['Meme', 'Ethereum Ecosystem']",16949663,1133,16949663.0
npc-on-solana,npcs,NPC On Solana,"['Solana Ecosystem', 'Meme', 'Solana Meme']",7382579,1592,7382579.0
numeraire,nmr,Numeraire,"['Artificial Intelligence (AI)', 'Business Services', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Paradigm Portfolio', 'DragonFly Capital Portfolio', 'Energi Ecosystem']",62344201,557,83538980.0
nuritopia,nblu,Nuritopia,['BNB Chain Ecosystem'],5874160,1710,20534276.0
nunet,ntx,NuNet,"['BNB Chain Ecosystem', 'Cardano Ecosystem', 'Ethereum Ecosystem', 'DePIN']",12233784,1318,16801948.0
numbers-protocol,num,Numbers Protocol,"['Artificial Intelligence (AI)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'DaoMaker Launchpad', 'Ethereum Ecosystem', 'Avalanche L1', 'Binance Labs Portfolio', 'Outlier Ventures Portfolio']",16812828,1133,17037393.0
nusd,susd,sUSD,"['Crypto-Backed Tokens', 'Stablecoins', 'Decentralized Finance (DeFi)', 'USD Stablecoin', 'Synthetic Asset', 'Derivatives', 'Fantom Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Crypto-backed Stablecoin', 'Fiat-backed Stablecoin', 'Synthetic']",24159375,939,24159375.0
nuvola-digital,nvl,Nuvola Digital,['Cardano Ecosystem'],13398881,1279,16763905.0
nxm,nxm,Nexus Mutual,"['Decentralized Finance (DeFi)', 'Insurance', 'Ethereum Ecosystem']",119683835,363,119683835.0
nym,nym,Nym,"['Smart Contract Platform', 'Privacy', 'Ethereum Ecosystem', 'DePIN', 'Osmosis Ecosystem', 'VPN', 'Andreessen Horowitz (a16z) Portfolio', 'Binance Labs Portfolio']",45522075,663,56295731.0
oasys,oas,Oasys,"['Smart Contract Platform', 'Gaming (GameFi)', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Gaming Blockchains']",72767590,515,189481682.0
oasis-network,rose,Oasis,"['Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Proof of Stake (PoS)', 'Pantera Capital Portfolio', 'Andreessen Horowitz (a16z) Portfolio', 'Binance Labs Portfolio', 'Blockchain Capital Portfolio', 'Privacy Blockchain', 'Polychain Capital Portfolio', 'Coinbase 50 Index']",201629186,245,299606688.0
observer-coin,obsr,Observer,"['Smart Contract Platform', 'Kaia Ecosystem', 'Proof of Stake (PoS)']",9986218,1427,22892614.0
ocean-protocol,ocean,Ocean Protocol,"['Artificial Intelligence (AI)', 'Storage', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Optimism Ecosystem', 'DePIN', 'Energi Ecosystem', 'Sora Ecosystem', 'Outlier Ventures Portfolio']",44706236,670,203485590.0
octaspace,octa,OctaSpace,"['Artificial Intelligence (AI)', 'Internet of Things (IOT)', 'Smart Contract Platform', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'DePIN', 'AI Agents']",12854525,1302,12854653.0
